year,crime,district,neighborhood,address,description
2013-05,266999,4,36,814 N 19TH ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,6,68,4222 E KOSSUTH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,6,68,4222 E KOSSUTH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,1,4,4612 LOUGHBOROUGH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,1,16,3941 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,1,16,3650 NEOSHO ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,1,16,3941 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,33,1465 LASALLE LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,3,15,3562 GUSTINE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,61,1700 COCHRAN PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,6,68,4222 E KOSSUTH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,3,30,3323 NEBRASKA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,61,1501 PRESERVATION PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,34,1013 MORRISON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,61,1435 HOGAN ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,8,56,4152 LABADIE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,3,18,3446 INDIANA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,61,1705 PRESERVATION PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,6,69,4049 SHREVE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,33,1406 LASALLE LN,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,36,1923 WASHINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,36,1923 WASHINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,35,1023 SPRUCE ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266510,5,64,4500 NORTH BROADWAY,PUBLIC ORDER-TRESPASSING
2013-05,266999,4,60,2114 MADISON ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,34,1028 HICKORY PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,1,16,3857 MERAMEC ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,6,73,6115 NORTH POINTE BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,36,1917 WASHINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,36,1917 WASHINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,36,1901 WASHINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,4,36,1901 WASHINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,8,56,3015 N TAYLOR AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,1,1,1020 LOUGHBOROUGH AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,182400,9,77,1000 N GRAND BLVD,DRUGS-POSSESSION/MARIJUANA
2013-05,182400,4,36,300 S 18TH ST,DRUGS-POSSESSION/MARIJUANA
2013-05,266999,6,74,8815 N BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,1,5,4620 S KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,2,6,5230 NAGEL AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,3,18,3501 ILLINOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,3,24,2838 SIDNEY ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2013-05,266999,7,51,5025 CABANNE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
