year,crime,district,neighborhood,address,description
2016-05,229999,1,80,0 @CARONDELET PARK : XY(88749283,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,250000,4,35,221 S BROADWAY,LOITERING-BEGGING
2016-05,266999,2,7,5450 CHIPPEWA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,229999,1,2,7701 S BROADWAY,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,250000,4,35,501 WALNUT ST,LOITERING-BEGGING
2016-05,266510,5,46,6161 DELMAR BLVD,PUBLIC ORDER-TRESPASSING
2016-05,241100,3,21,2316 MENARD ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,5,51,1451 N KINGSHIGHWAY BLVD,PUBLIC ORDER-TRESPASSING
2016-05,266999,5,51,1451 N KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,1,1,416 WILMINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,4,35,500 N BROADWAY,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,182400,2,43,6548 DALE AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,4,35,901 OLIVE ST,LOITERING-BEGGING
2016-05,229999,4,36,1820 MARKET ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,229999,5,51,5115 DR MARTIN LUTHER KING DR,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,182400,5,38,410 S EUCLID AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,4,60,2334 HEBERT ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,4,60,2334 HEBERT ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,4,35,800 SPRUCE ST,LOITERING-BEGGING
2016-05,182400,5,47,274 DE BALIVIERE AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,4,67,4044 PECK ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,4,35,215 S 8TH ST,PUBLIC ORDER-TRESPASSING
2016-05,241100,1,1,5606 MINNESOTA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,4,36,1235 WASHINGTON AVE,PUBLIC ORDER-TRESPASSING
2016-05,241100,4,36,1300 LOCUST ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,4,35,620 N 7TH ST,PUBLIC ORDER-TRESPASSING
2016-05,182400,1,2,7823 MINNESOTA AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,182400,5,38,410 S EUCLID AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,182400,5,46,6016 DELMAR BLVD,DRUGS-POSSESSION/MARIJUANA
2016-05,266510,2,13,4987 ODELL ST,PUBLIC ORDER-TRESPASSING
2016-05,241100,4,36,500 N 13TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,4,60,2110 MADISON ST,PUBLIC ORDER-TRESPASSING
2016-05,250000,5,38,4954 LINDELL BLVD,LOITERING-BEGGING
2016-05,182400,1,16,4556 VIRGINIA AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,182400,3,16,3148 CHIPPEWA ST,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,5,58,4170 ENRIGHT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,2,44,6762 WISE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,5,54,4549 MCMILLAN AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,5,48,956 HAMILTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,5,48,5872 BARTMER AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,2,8,4255 HAMPTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,5,50,5750 NATURAL BRIDGE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,5,50,3607 HAMILTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,5,50,3607 HAMILTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,6,56,4290 E ASHLAND AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,3,23,1807 GRAVOIS AVE,PUBLIC ORDER-TRESPASSING
2016-05,182400,6,67,4115 N GRAND,DRUGS-POSSESSION/MARIJUANA
2016-05,229999,4,35,801 LOCUST ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,266999,4,37,3560 SCOTT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,3,30,3345 MINNESOTA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,36,1200 WASHINGTON AVE,LOITERING-BEGGING
2016-05,241100,3,19,2743 CHEROKEE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,229999,4,36,1825 MARKET ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,266999,5,53,795 AUBERT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,2,29,1551 S GRAND BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,182400,3,33,1112 DILLON DR,DRUGS-POSSESSION/MARIJUANA
2016-05,266510,2,15,3415 S GRAND BLVD,PUBLIC ORDER-TRESPASSING
2016-05,250000,4,35,901 LOCUST ST,LOITERING-BEGGING
2016-05,266999,5,38,410 S EUCLID AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,4,36,1324 WASHINGTON AVE,LOITERING-BEGGING
2016-05,266999,6,68,4540 ALICE AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,6,72,0 W FLORISSANT AVE / RIVERVIEW B,PUBLIC ORDER-TRESPASSING
2016-05,266510,4,36,1717 OLIVE ST,PUBLIC ORDER-TRESPASSING
2016-05,241100,3,19,3421 OREGON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,6,79,6020 N BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,3,21,2307 S 13TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,2,8,4255 HAMPTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,6,74,8880 N BROADWAY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,2,14,3291 S KINGSHIGHWAY BLVD,PUBLIC ORDER-TRESPASSING
2016-05,250000,6,56,4216 W NATURAL BRIDGE AVE,LOITERING-BEGGING
2016-05,266999,2,15,3511 BAMBERGER AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,229999,4,62,1200 N TUCKER BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,229999,3,21,1921 S 7TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,182400,2,14,3920 HAMPTON AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,266510,4,36,303 N 17TH ST,PUBLIC ORDER-TRESPASSING
2016-05,266510,4,35,800 N TUCKER BLVD,PUBLIC ORDER-TRESPASSING
2016-05,250000,2,82,0 N KINGSHIGHWAY BLVD / LINDELL,LOITERING-BEGGING
2016-05,241100,4,36,1301 OLIVE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,2,27,2163 S GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,2,9,3282 JAMIESON AVE,LOITERING-BEGGING
2016-05,266510,2,8,4817 MCCAUSLAND AVE,PUBLIC ORDER-TRESPASSING
2016-05,229999,4,35,1102 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,229999,3,20,1920 S 7TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,182400,1,2,7604 MICHIGAN AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,241100,4,35,1114 MARKET ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,5,50,3021 UNION BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,2,15,3952 THOLOZAN AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,37,0 S GRAND BLVD / I 64 EASTBOUND,LOITERING-BEGGING
2016-05,229999,4,35,900 N BROADWAY,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,266999,2,9,7057 CHIPPEWA ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,4,35,319 S BROADWAY,PUBLIC ORDER-TRESPASSING
2016-05,241100,6,68,4508 ADELAIDE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,3,16,3446 MONTANA ST,PUBLIC ORDER-TRESPASSING
2016-05,266999,2,15,3202 S KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,182400,3,21,1730 S 8TH ST,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,4,60,2531 W HEBERT,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,182400,1,6,6839 GRAVOIS AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,6,76,5000 GOODFELLOW BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,229999,4,36,1232 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,241100,4,35,1133 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,6,56,4317 ASHLAND AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,4,35,801 LOCUST ST,PUBLIC ORDER-TRESPASSING
2016-05,266510,4,36,303 N 17TH ST,PUBLIC ORDER-TRESPASSING
2016-05,266999,5,78,1447 SHAWMUT PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,5,78,5734 WELLS AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,4,67,4039 PLEASANT ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,3,33,1530 LAFAYETTE AVE,PUBLIC ORDER-TRESPASSING
2016-05,266999,4,67,4202 PECK ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,4,59,2501 N GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,6,69,3921 N NEWSTEAD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,3,31,3121 CAROLINE ST,PUBLIC ORDER-TRESPASSING
2016-05,241100,1,2,8407 S BROADWAY,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,229999,4,59,1001 N CARDINAL AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,241100,4,35,811 SPRUCE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,182400,2,44,0 CLAYTON AVE / I 64 WESTBOUND,DRUGS-POSSESSION/MARIJUANA
2016-05,182400,2,15,4102 ARSENAL ST,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,4,35,0 N 11TH ST / WASHINGTON AVE,LOITERING-BEGGING
2016-05,229999,4,35,1122 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,241100,4,35,333 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,4,35,1130 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,2,15,3865 GRAVOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,6,56,4318 NATURAL BRIDGE AVE,PUBLIC ORDER-TRESPASSING
2016-05,229999,4,36,1820 MARKET ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,241100,4,35,1122 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,2,15,3865 GRAVOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,6,75,630 CHAIN OF ROCKS DR,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,182400,2,12,0 BOTANICAL AVE / EDWARDS ST,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,4,35,1136 WASHINGTON,LOITERING-BEGGING
2016-05,241100,5,38,14 MARYLAND PLZ,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,3,19,3452 POTOMAC ST,PUBLIC ORDER-TRESPASSING
2016-05,241100,2,39,1600 S KINGSHIGHWAY BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,5,50,1617 BURD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,5,50,1617 BURD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,6,74,0 N BROADWAY / RIVERVIEW BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,6,74,0 N BROADWAY / RIVERVIEW BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,182400,1,16,4451 GRACE AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,266510,4,35,420 N 6TH ST,PUBLIC ORDER-TRESPASSING
2016-05,250000,4,35,900 N BROADWAY,LOITERING-BEGGING
2016-05,250000,4,35,315 N 9TH ST,LOITERING-BEGGING
2016-05,266999,6,68,4126 W FLORISSANT AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,2,15,3202 S KINGSHIGHWAY BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,3,22,2856 S JEFFERSON AVE,PUBLIC ORDER-TRESPASSING
2016-05,182400,6,66,1414 DESOTO AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,2,10,6650 MANCHESTER AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,1,17,4247 IOWA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,3,21,1551 S 7TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,4,35,700 WASHINGTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,1,16,3517 BINGHAM AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,6,56,4522 GREER AVE,PUBLIC ORDER-TRESPASSING
2016-05,250000,4,35,0 N 9TH ST / OLIVE ST,LOITERING-BEGGING
2016-05,250000,4,35,900 N BROADWAY,LOITERING-BEGGING
2016-05,266510,4,35,1023 SPRUCE ST,PUBLIC ORDER-TRESPASSING
2016-05,266510,5,52,5050 HIGHLAND AVE,PUBLIC ORDER-TRESPASSING
2016-05,266510,4,35,319 S 4TH ST,PUBLIC ORDER-TRESPASSING
2016-05,229999,4,35,800 N TUCKER BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,229999,4,36,499 N 13TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,182400,3,30,2900 TEXAS AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,6,55,3524 N KINGSHIGHWAY BLVD,LOITERING-BEGGING
2016-05,266510,5,56,4012 COTE BRILLIANTE AVE,PUBLIC ORDER-TRESPASSING
2016-05,182400,3,31,3021 HICKORY ST,DRUGS-POSSESSION/MARIJUANA
2016-05,241100,6,69,4451 LEE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2016-05,266510,4,35,215 S 8TH ST,PUBLIC ORDER-TRESPASSING
2016-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2016-05,182400,6,79,7600 HALL ST,DRUGS-POSSESSION/MARIJUANA
2016-05,266510,4,67,3710 N GRAND BLVD,PUBLIC ORDER-TRESPASSING
2016-05,182400,1,1,1000 LOUGHBOROUGH AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,5,38,4949 BARNES JEWISH HOSPITAL PLZ,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,229999,3,22,3100 S JEFFERSON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2016-05,241100,5,38,4399 FOREST PARK AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,35,800 OLIVE ST,LOITERING-BEGGING
2016-05,241100,4,77,0 DR MARTIN LUTHER KING DR / SHE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,5,50,5825 HIGHLAND AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,1,4,0 GRAVOIS AVE / HAMPTON AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,35,950 CLARK AVE,LOITERING-BEGGING
2016-05,250000,4,35,901 CLARK AVE,LOITERING-BEGGING
2016-05,241100,4,62,1110 N 9TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,36,300 S 14TH ST,LOITERING-BEGGING
2016-05,250000,1,4,3657 GERMANIA ST,LOITERING-BEGGING
2016-05,250000,4,35,604 WASHINGTON AVE,LOITERING-BEGGING
2016-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2016-05,229999,4,35,328 N 4TH ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,229999,3,16,3924 S GRAND BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,266999,5,48,1023 HAMILTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,5,78,1404 GRANVILLE PL,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,4,35,600 S BROADWAY,LOITERING-BEGGING
2016-05,229999,5,57,4267 DR MARTIN LUTHER KING DR,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,250000,5,38,48 MARYLAND PLZ,LOITERING-BEGGING
2016-05,241100,5,38,2 MARYLAND PLZ,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,35,1100 WASHINGTON AVE,LOITERING-BEGGING
2016-05,266999,2,8,6218 SUNSHINE DR,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,2,8,6218 SUNSHINE DR,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,182400,5,50,3321 UNION BLVD,DRUGS-POSSESSION/MARIJUANA
2016-05,241100,1,2,7319 PENNSYLVANIA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,182400,3,16,3934 S GRAND BLVD,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,4,35,1015 WASHINGTON AVE,LOITERING-BEGGING
2016-05,250000,4,35,800 SPRUCE ST,LOITERING-BEGGING
2016-05,250000,4,35,200 S BROADWAY,LOITERING-BEGGING
2016-05,229999,4,35,800 N BROADWAY,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,241100,6,72,5230 THRUSH AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,35,201 S BROADWAY,LOITERING-BEGGING
2016-05,266999,2,9,6020 PERNOD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,4,35,750 S BROADWAY,LOITERING-BEGGING
2016-05,250000,4,35,675 S 8TH ST,LOITERING-BEGGING
2016-05,250000,4,35,950 SPRUCE ST,LOITERING-BEGGING
2016-05,250000,4,35,900 CLARK AVE,LOITERING-BEGGING
2016-05,266999,2,8,4255 HAMPTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,1,5,4648 GRAVOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,4,35,215 N 9TH ST,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,5,50,2618 BURD AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,241100,3,30,3171 CALIFORNIA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,182400,4,59,0 DODIER ST / HYAMS PL,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2016-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2016-05,250000,4,36,721 N TUCKER BLVD,LOITERING-BEGGING
2016-05,250000,4,35,701 S BROADWAY,LOITERING-BEGGING
2016-05,241100,3,16,2837 OSAGE ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,4,35,200 S BROADWAY,LOITERING-BEGGING
2016-05,250000,4,35,400 CLARK AVE,LOITERING-BEGGING
2016-05,250000,4,37,0 S GRAND BLVD / I 64 WESTBOUND,LOITERING-BEGGING
2016-05,241100,1,2,8403 S BROADWAY,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,5,38,304 N EUCLID AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,229999,4,62,1000 N TUCKER BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,182400,3,25,3230 HARTFORD ST,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,4,35,515 N TUCKER BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,6,84,4933 PENROSE ST,PUBLIC ORDER-TRESPASSING
2016-05,250000,4,35,900 N BROADWAY,LOITERING-BEGGING
2016-05,182400,1,7,5304 MACKLIND AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,4,35,800 WASHINGTON AVE,LOITERING-BEGGING
2016-05,250000,4,35,300 CARR ST,LOITERING-BEGGING
2016-05,241100,3,25,3226 S GRAND BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,4,35,420 S 8TH ST,PUBLIC ORDER-TRESPASSING
2016-05,182400,4,35,999 N 2ND ST,DRUGS-POSSESSION/MARIJUANA
2016-05,241100,4,36,310 N 15TH ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,5,38,4149 LINDELL BLVD,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,250000,1,1,0 I 55 NORTHBOUND / LOUGHBOROUGH,LOITERING-BEGGING
2016-05,182400,4,35,1110 WASHINGTON AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,4,35,1101 WASHINGTON AVE,LOITERING-BEGGING
2016-05,229999,3,21,710 RUSSELL AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,266510,4,36,2222 MARKET ST,PUBLIC ORDER-TRESPASSING
2016-05,241100,1,3,5206 GRACE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266510,4,35,319 S 4TH ST,PUBLIC ORDER-TRESPASSING
2016-05,266510,4,35,420 N 6TH ST,PUBLIC ORDER-TRESPASSING
2016-05,250000,1,4,3647 GERMANIA ST,LOITERING-BEGGING
2016-05,266510,4,35,1 S BROADWAY,PUBLIC ORDER-TRESPASSING
2016-05,266510,3,24,2607 GRAVOIS AVE,PUBLIC ORDER-TRESPASSING
2016-05,250000,4,35,1100 WASHINGTON AVE,LOITERING-BEGGING
2016-05,241100,4,36,0 N 13TH ST / ST CHARLES ST,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,241100,5,38,3965 LACLEDE AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,1,5,4156 WILMINGTON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,182400,6,74,1199 RIVERVIEW BLVD,DRUGS-POSSESSION/MARIJUANA
2016-05,266999,3,18,3442 ILLINOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,4,35,800 OLIVE ST,LOITERING-BEGGING
2016-05,266999,3,34,910 MORRISON AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,229999,4,35,800 N TUCKER BLVD,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,266999,4,59,2501 N GRAND BLVD,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,1,6,0 EICHELBERGER ST / HAMPTON AVE,LOITERING-BEGGING
2016-05,266510,3,33,1530 LAFAYETTE AVE,PUBLIC ORDER-TRESPASSING
2016-05,241100,2,43,7101 MANCHESTER AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,266999,1,16,4200 VIRGINIA AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,4,77,3868 DR MARTIN LUTHER KING DR,LOITERING-BEGGING
2016-05,266999,4,61,1929 CARR DR,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266999,4,65,3707 N. 25TH,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,266510,4,36,415 N TUCKER BLVD,PUBLIC ORDER-TRESPASSING
2016-05,266999,2,15,3865 GRAVOIS AVE,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION
2016-05,250000,4,35,1100 WASHINGTON AVE,LOITERING-BEGGING
2016-05,229999,4,36,1234 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,250000,4,35,1122 WASHINGTON AVE,LOITERING-BEGGING
2016-05,241100,3,23,2311 INDIANA AVE,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL
2016-05,229999,4,36,1301 ST CHARLES ST,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,182400,4,62,1421 N 14TH ST,DRUGS-POSSESSION/MARIJUANA
2016-05,250000,4,36,1300 WASHINGTON AVE,LOITERING-BEGGING
2016-05,250000,4,36,1215 WASHINGTON AVE,LOITERING-BEGGING
2016-05,182400,4,35,700 WASHINGTON AVE,DRUGS-POSSESSION/MARIJUANA
2016-05,229999,4,35,1120 WASHINGTON AVE,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE
2016-05,250000,4,35,1122 WASHINGTON AVE,LOITERING-BEGGING
